CTUID,DGUID,CTNAME,LANDAREA,PRUID,how_many,X_id,AREA_ID,AREA_ATTR_ID,PARENT_AREA_ID,AREA_SHORT_CODE,AREA_LONG_CODE,AREA_NAME,AREA_DESC,CLASSIFICATION,CLASSIFICATION_CODE,OBJECTID
"5350007.01",2021S05075350007.01,"0007.01",0.1999,"35",9,103,2502264,26022779,,"085","085",South Parkdale,South Parkdale (85),Neighbourhood Improvement Area,NIA,17826369
"5350007.02",2021S05075350007.02,"0007.02",0.4346,"35",21,43,2502324,26022839,,"163","163",Fort York-Liberty Village,Fort York-Liberty Village (163),Not an NIA or Emerging Neighbourhood,NA,17825409
"5350007.02",2021S05075350007.02,"0007.02",0.4346,"35",21,103,2502264,26022779,,"085","085",South Parkdale,South Parkdale (85),Neighbourhood Improvement Area,NIA,17826369
"5350091.01",2021S05075350091.01,"0091.01",0.5114,"35",19,6,2502361,26022876,,"169","169",Bay-Cloverhill,Bay-Cloverhill (169),Not an NIA or Emerging Neighbourhood,NA,17824817
"5350091.01",2021S05075350091.01,"0091.01",0.5114,"35",19,63,2502304,26022819,,"095","095",Annex,Annex (95),Not an NIA or Emerging Neighbourhood,NA,17825729
"5350091.01",2021S05075350091.01,"0091.01",0.5114,"35",19,80,2502287,26022802,,"079","079",University,University (79),Not an NIA or Emerging Neighbourhood,NA,17826001
"5350091.02",2021S05075350091.02,"0091.02",0.323,"35",14,61,2502306,26022821,,"097","097",Yonge-St.Clair,Yonge-St.Clair (97),Not an NIA or Emerging Neighbourhood,NA,17825697
"5350091.02",2021S05075350091.02,"0091.02",0.323,"35",14,62,2502305,26022820,,"096","096",Casa Loma,Casa Loma (96),Not an NIA or Emerging Neighbourhood,NA,17825713
"5350091.02",2021S05075350091.02,"0091.02",0.323,"35",14,63,2502304,26022819,,"095","095",Annex,Annex (95),Not an NIA or Emerging Neighbourhood,NA,17825729
"5350141.01",2021S05075350141.01,"0141.01",0.5504,"35",21,54,2502313,26022828,,"105","105",Lawrence Park North,Lawrence Park North (105),Not an NIA or Emerging Neighbourhood,NA,17825585
"5350141.01",2021S05075350141.01,"0141.01",0.5504,"35",21,55,2502312,26022827,,"103","103",Lawrence Park South,Lawrence Park South (103),Not an NIA or Emerging Neighbourhood,NA,17825601
"5350141.01",2021S05075350141.01,"0141.01",0.5504,"35",21,114,2502253,26022768,,"039","039",Bedford Park-Nortown,Bedford Park-Nortown (39),Not an NIA or Emerging Neighbourhood,NA,17826545
"5350141.02",2021S05075350141.02,"0141.02",0.6876,"35",30,54,2502313,26022828,,"105","105",Lawrence Park North,Lawrence Park North (105),Not an NIA or Emerging Neighbourhood,NA,17825585
"5350141.02",2021S05075350141.02,"0141.02",0.6876,"35",30,112,2502255,26022770,,"041","041",Bridle Path-Sunnybrook-York Mills,Bridle Path-Sunnybrook-York Mills (41),Not an NIA or Emerging Neighbourhood,NA,17826513
"5350141.02",2021S05075350141.02,"0141.02",0.6876,"35",30,114,2502253,26022768,,"039","039",Bedford Park-Nortown,Bedford Park-Nortown (39),Not an NIA or Emerging Neighbourhood,NA,17826545
"5350181.01",2021S05075350181.01,"0181.01",0.5706,"35",28,94,2502273,26022788,,"062","062",East End-Danforth,East End-Danforth (62),Not an NIA or Emerging Neighbourhood,NA,17826225
"5350181.01",2021S05075350181.01,"0181.01",0.5706,"35",28,95,2502272,26022787,,"061","061",Taylor-Massey,Taylor-Massey (61),Neighbourhood Improvement Area,NIA,17826241
"5350181.01",2021S05075350181.01,"0181.01",0.5706,"35",28,96,2502271,26022786,,"060","060",Woodbine-Lumsden,Woodbine-Lumsden (60),Not an NIA or Emerging Neighbourhood,NA,17826257
"5350181.02",2021S05075350181.02,"0181.02",0.6018,"35",28,95,2502272,26022787,,"061","061",Taylor-Massey,Taylor-Massey (61),Neighbourhood Improvement Area,NIA,17826241
"5350181.02",2021S05075350181.02,"0181.02",0.6018,"35",28,96,2502271,26022786,,"060","060",Woodbine-Lumsden,Woodbine-Lumsden (60),Not an NIA or Emerging Neighbourhood,NA,17826257
"5350181.02",2021S05075350181.02,"0181.02",0.6018,"35",28,131,2502236,26022751,,"054","054",O'Connor-Parkview,O'Connor-Parkview (54),Not an NIA or Emerging Neighbourhood,NA,17826817
"5350206.01",2021S05075350206.01,"0206.01",1.1402,"35",29,138,2502229,26022744,,"019","019",Long Branch,Long Branch (19),Not an NIA or Emerging Neighbourhood,NA,17826929
"5350206.02",2021S05075350206.02,"0206.02",1.0895,"35",43,137,2502230,26022745,,"020","020",Alderwood,Alderwood (20),Not an NIA or Emerging Neighbourhood,NA,17826913
"5350206.02",2021S05075350206.02,"0206.02",1.0895,"35",43,138,2502229,26022744,,"019","019",Long Branch,Long Branch (19),Not an NIA or Emerging Neighbourhood,NA,17826929
"5350206.02",2021S05075350206.02,"0206.02",1.0895,"35",43,139,2502228,26022743,,"018","018",New Toronto,New Toronto (18),Not an NIA or Emerging Neighbourhood,NA,17826945
"5350244.01",2021S05075350244.01,"0244.01",1.4233,"35",18,149,2502218,26022733,,"006","006",Kingsview Village-The Westway,Kingsview Village-The Westway (6),Neighbourhood Improvement Area,NIA,17827105
"5350244.01",2021S05075350244.01,"0244.01",1.4233,"35",18,150,2502217,26022732,,"005","005",Elms-Old Rexdale,Elms-Old Rexdale (5),Neighbourhood Improvement Area,NIA,17827121
"5350244.01",2021S05075350244.01,"0244.01",1.4233,"35",18,151,2502216,26022731,,"004","004",Rexdale-Kipling,Rexdale-Kipling (4),Not an NIA or Emerging Neighbourhood,NA,17827137
"5350244.01",2021S05075350244.01,"0244.01",1.4233,"35",18,154,2502213,26022728,,"001","001",West Humber-Clairville,West Humber-Clairville (1),Not an NIA or Emerging Neighbourhood,NA,17827185
"5350244.01",2021S05075350244.01,"0244.01",1.4233,"35",18,156,2502211,26022726,,"023","023",Pelmo Park-Humberlea,Pelmo Park-Humberlea (23),Not an NIA or Emerging Neighbourhood,NA,17827217
"5350244.02",2021S05075350244.02,"0244.02",1.4473,"35",14,150,2502217,26022732,,"005","005",Elms-Old Rexdale,Elms-Old Rexdale (5),Neighbourhood Improvement Area,NIA,17827121
"5350244.02",2021S05075350244.02,"0244.02",1.4473,"35",14,152,2502215,26022730,,"003","003",Thistletown-Beaumond Heights,Thistletown-Beaumond Heights (3),Neighbourhood Improvement Area,NIA,17827153
"5350244.02",2021S05075350244.02,"0244.02",1.4473,"35",14,156,2502211,26022726,,"023","023",Pelmo Park-Humberlea,Pelmo Park-Humberlea (23),Not an NIA or Emerging Neighbourhood,NA,17827217
"5350244.02",2021S05075350244.02,"0244.02",1.4473,"35",14,157,2502210,26022725,,"022","022",Humbermede,Humbermede (22),Neighbourhood Improvement Area,NIA,17827233
"5350263.02",2021S05075350263.02,"0263.02",1.9994,"35",20,109,2502258,26022773,,"044","044",Flemingdon Park,Flemingdon Park (44),Neighbourhood Improvement Area,NIA,17826465
"5350263.02",2021S05075350263.02,"0263.02",1.9994,"35",20,111,2502256,26022771,,"042","042",Banbury-Don Mills,Banbury-Don Mills (42),Not an NIA or Emerging Neighbourhood,NA,17826497
"5350263.02",2021S05075350263.02,"0263.02",1.9994,"35",20,112,2502255,26022770,,"041","041",Bridle Path-Sunnybrook-York Mills,Bridle Path-Sunnybrook-York Mills (41),Not an NIA or Emerging Neighbourhood,NA,17826513
"5350263.02",2021S05075350263.02,"0263.02",1.9994,"35",20,129,2502238,26022753,,"056","056",Leaside-Bennington,Leaside-Bennington (56),Not an NIA or Emerging Neighbourhood,NA,17826785
"5350271.01",2021S05075350271.01,"0271.01",0.8935,"35",17,14,2502353,26022868,,"149","149",Parkwoods-O'Connor Hills,Parkwoods-O'Connor Hills (149),Not an NIA or Emerging Neighbourhood,NA,17824945
"5350271.01",2021S05075350271.01,"0271.01",0.8935,"35",17,70,2502297,26022812,,"119","119",Wexford/Maryvale,Wexford/Maryvale (119),Not an NIA or Emerging Neighbourhood,NA,17825841
"5350271.01",2021S05075350271.01,"0271.01",0.8935,"35",17,110,2502257,26022772,,"043","043",Victoria Village,Victoria Village (43),Neighbourhood Improvement Area,NIA,17826481
"5350271.02",2021S05075350271.02,"0271.02",0.7092,"35",14,14,2502353,26022868,,"149","149",Parkwoods-O'Connor Hills,Parkwoods-O'Connor Hills (149),Not an NIA or Emerging Neighbourhood,NA,17824945
"5350271.02",2021S05075350271.02,"0271.02",0.7092,"35",14,70,2502297,26022812,,"119","119",Wexford/Maryvale,Wexford/Maryvale (119),Not an NIA or Emerging Neighbourhood,NA,17825841
"5350272.01",2021S05075350272.01,"0272.01",0.4552,"35",10,13,2502354,26022869,,"150","150",Fenside-Parkwoods,Fenside-Parkwoods (150),Not an NIA or Emerging Neighbourhood,NA,17824929
"5350272.01",2021S05075350272.01,"0272.01",0.4552,"35",10,70,2502297,26022812,,"119","119",Wexford/Maryvale,Wexford/Maryvale (119),Not an NIA or Emerging Neighbourhood,NA,17825841
"5350272.02",2021S05075350272.02,"0272.02",0.9988,"35",21,13,2502354,26022869,,"150","150",Fenside-Parkwoods,Fenside-Parkwoods (150),Not an NIA or Emerging Neighbourhood,NA,17824929
"5350272.02",2021S05075350272.02,"0272.02",0.9988,"35",21,70,2502297,26022812,,"119","119",Wexford/Maryvale,Wexford/Maryvale (119),Not an NIA or Emerging Neighbourhood,NA,17825841
"5350274.01",2021S05075350274.01,"0274.01",1.5248,"35",29,112,2502255,26022770,,"041","041",Bridle Path-Sunnybrook-York Mills,Bridle Path-Sunnybrook-York Mills (41),Not an NIA or Emerging Neighbourhood,NA,17826513
"5350274.01",2021S05075350274.01,"0274.01",1.5248,"35",29,113,2502254,26022769,,"040","040",St.Andrew-Windfields,St.Andrew-Windfields (40),Not an NIA or Emerging Neighbourhood,NA,17826529
"5350274.02",2021S05075350274.02,"0274.02",1.3314,"35",27,112,2502255,26022770,,"041","041",Bridle Path-Sunnybrook-York Mills,Bridle Path-Sunnybrook-York Mills (41),Not an NIA or Emerging Neighbourhood,NA,17826513
"5350274.02",2021S05075350274.02,"0274.02",1.3314,"35",27,113,2502254,26022769,,"040","040",St.Andrew-Windfields,St.Andrew-Windfields (40),Not an NIA or Emerging Neighbourhood,NA,17826529
"5350291.02",2021S05075350291.02,"0291.02",1.1464,"35",26,8,2502359,26022874,,"155","155",Downsview,Downsview (155),Neighbourhood Improvement Area,NIA,17824849
"5350291.02",2021S05075350291.02,"0291.02",1.1464,"35",26,9,2502358,26022873,,"154","154",Oakdale-Beverley Heights,Oakdale-Beverley Heights (154),Neighbourhood Improvement Area,NIA,17824865
"5350302.03",2021S05075350302.03,"0302.03",0.6939,"35",15,16,2502351,26022866,,"147","147",L'Amoreaux West,L'Amoreaux West (147),Emerging Neighbourhood,EN,17824977
"5350302.03",2021S05075350302.03,"0302.03",0.6939,"35",15,72,2502295,26022810,,"116","116",Steeles,Steeles (116),Emerging Neighbourhood,EN,17825873
"5350302.03",2021S05075350302.03,"0302.03",0.6939,"35",15,108,2502259,26022774,,"046","046",Pleasant View,Pleasant View (46),Not an NIA or Emerging Neighbourhood,NA,17826449
"5350302.03",2021S05075350302.03,"0302.03",0.6939,"35",15,136,2502231,26022746,,"048","048",Hillcrest Village,Hillcrest Village (48),Not an NIA or Emerging Neighbourhood,NA,17826897
"5350310.01",2021S05075350310.01,"0310.01",1.4131,"35",43,115,2502252,26022767,,"038","038",Lansing-Westgate,Lansing-Westgate (38),Not an NIA or Emerging Neighbourhood,NA,17826561
"5350310.01",2021S05075350310.01,"0310.01",1.4131,"35",43,118,2502249,26022764,,"035","035",Westminster-Branson,Westminster-Branson (35),Emerging Neighbourhood,EN,17826609
"5350310.01",2021S05075350310.01,"0310.01",1.4131,"35",43,119,2502248,26022763,,"034","034",Bathurst Manor,Bathurst Manor (34),Not an NIA or Emerging Neighbourhood,NA,17826625
"5350310.02",2021S05075350310.02,"0310.02",2.1037,"35",44,118,2502249,26022764,,"035","035",Westminster-Branson,Westminster-Branson (35),Emerging Neighbourhood,EN,17826609
"5350310.02",2021S05075350310.02,"0310.02",2.1037,"35",44,119,2502248,26022763,,"034","034",Bathurst Manor,Bathurst Manor (34),Not an NIA or Emerging Neighbourhood,NA,17826625
"5350312.05",2021S05075350312.05,"0312.05",0.3459,"35",8,127,2502240,26022755,,"025","025",Glenfield-Jane Heights,Glenfield-Jane Heights (25),Neighbourhood Improvement Area,NIA,17826753
"5350314.01",2021S05075350314.01,"0314.01",0.4281,"35",12,157,2502210,26022725,,"022","022",Humbermede,Humbermede (22),Neighbourhood Improvement Area,NIA,17827233
"5350314.01",2021S05075350314.01,"0314.01",0.4281,"35",12,158,2502209,26022724,,"021","021",Humber Summit,Humber Summit (21),Neighbourhood Improvement Area,NIA,17827249
"5350314.02",2021S05075350314.02,"0314.02",1.0903,"35",21,152,2502215,26022730,,"003","003",Thistletown-Beaumond Heights,Thistletown-Beaumond Heights (3),Neighbourhood Improvement Area,NIA,17827153
"5350314.02",2021S05075350314.02,"0314.02",1.0903,"35",21,157,2502210,26022725,,"022","022",Humbermede,Humbermede (22),Neighbourhood Improvement Area,NIA,17827233
"5350315.03",2021S05075350315.03,"0315.03",6.0097,"35",40,155,2502212,26022727,,"024","024",Black Creek,Black Creek (24),Neighbourhood Improvement Area,NIA,17827201
"5350315.03",2021S05075350315.03,"0315.03",6.0097,"35",40,157,2502210,26022725,,"022","022",Humbermede,Humbermede (22),Neighbourhood Improvement Area,NIA,17827233
"5350315.03",2021S05075350315.03,"0315.03",6.0097,"35",40,158,2502209,26022724,,"021","021",Humber Summit,Humber Summit (21),Neighbourhood Improvement Area,NIA,17827249
"5350316.03",2021S05075350316.03,"0316.03",0.4007,"35",7,126,2502241,26022756,,"027","027",York University Heights,York University Heights (27),Neighbourhood Improvement Area,NIA,17826737
"5350316.03",2021S05075350316.03,"0316.03",0.4007,"35",7,127,2502240,26022755,,"025","025",Glenfield-Jane Heights,Glenfield-Jane Heights (25),Neighbourhood Improvement Area,NIA,17826753
"5350316.03",2021S05075350316.03,"0316.03",0.4007,"35",7,155,2502212,26022727,,"024","024",Black Creek,Black Creek (24),Neighbourhood Improvement Area,NIA,17827201
"5350316.04",2021S05075350316.04,"0316.04",0.461,"35",6,126,2502241,26022756,,"027","027",York University Heights,York University Heights (27),Neighbourhood Improvement Area,NIA,17826737
"5350316.04",2021S05075350316.04,"0316.04",0.461,"35",6,155,2502212,26022727,,"024","024",Black Creek,Black Creek (24),Neighbourhood Improvement Area,NIA,17827201
"5350317.03",2021S05075350317.03,"0317.03",1.1854,"35",18,118,2502249,26022764,,"035","035",Westminster-Branson,Westminster-Branson (35),Emerging Neighbourhood,EN,17826609
"5350317.03",2021S05075350317.03,"0317.03",1.1854,"35",18,119,2502248,26022763,,"034","034",Bathurst Manor,Bathurst Manor (34),Not an NIA or Emerging Neighbourhood,NA,17826625
"5350361.01",2021S05075350361.01,"0361.01",2.9344,"35",37,26,2502341,26022856,,"136","136",West Hill,West Hill (136),Neighbourhood Improvement Area,NIA,17825137
"5350361.01",2021S05075350361.01,"0361.01",2.9344,"35",37,29,2502338,26022853,,"133","133",Centennial Scarborough,Centennial Scarborough (133),Not an NIA or Emerging Neighbourhood,NA,17825185
"5350361.02",2021S05075350361.02,"0361.02",2.4706,"35",44,20,2502347,26022862,,"143","143",West Rouge,West Rouge (143),Not an NIA or Emerging Neighbourhood,NA,17825041
"5350361.02",2021S05075350361.02,"0361.02",2.4706,"35",44,26,2502341,26022856,,"136","136",West Hill,West Hill (136),Neighbourhood Improvement Area,NIA,17825137
"5350361.02",2021S05075350361.02,"0361.02",2.4706,"35",44,29,2502338,26022853,,"133","133",Centennial Scarborough,Centennial Scarborough (133),Not an NIA or Emerging Neighbourhood,NA,17825185
"5350362.01",2021S05075350362.01,"0362.01",2.4932,"35",21,19,2502348,26022863,,"144","144",Morningside Heights,Morningside Heights (144),Not an NIA or Emerging Neighbourhood,NA,17825025
"5350362.01",2021S05075350362.01,"0362.01",2.4932,"35",21,20,2502347,26022862,,"143","143",West Rouge,West Rouge (143),Not an NIA or Emerging Neighbourhood,NA,17825041
"5350362.01",2021S05075350362.01,"0362.01",2.4932,"35",21,28,2502339,26022854,,"134","134",Highland Creek,Highland Creek (134),Not an NIA or Emerging Neighbourhood,NA,17825169
"5350362.01",2021S05075350362.01,"0362.01",2.4932,"35",21,29,2502338,26022853,,"133","133",Centennial Scarborough,Centennial Scarborough (133),Not an NIA or Emerging Neighbourhood,NA,17825185
"5350362.02",2021S05075350362.02,"0362.02",1.9403,"35",22,20,2502347,26022862,,"143","143",West Rouge,West Rouge (143),Not an NIA or Emerging Neighbourhood,NA,17825041
"5350362.02",2021S05075350362.02,"0362.02",1.9403,"35",22,28,2502339,26022854,,"134","134",Highland Creek,Highland Creek (134),Not an NIA or Emerging Neighbourhood,NA,17825169
"5350362.02",2021S05075350362.02,"0362.02",1.9403,"35",22,29,2502338,26022853,,"133","133",Centennial Scarborough,Centennial Scarborough (133),Not an NIA or Emerging Neighbourhood,NA,17825185
"5350362.03",2021S05075350362.03,"0362.03",3.2757,"35",35,26,2502341,26022856,,"136","136",West Hill,West Hill (136),Neighbourhood Improvement Area,NIA,17825137
"5350362.03",2021S05075350362.03,"0362.03",3.2757,"35",35,27,2502340,26022855,,"135","135",Morningside,Morningside (135),Neighbourhood Improvement Area,NIA,17825153
"5350362.03",2021S05075350362.03,"0362.03",3.2757,"35",35,28,2502339,26022854,,"134","134",Highland Creek,Highland Creek (134),Not an NIA or Emerging Neighbourhood,NA,17825169
"5350362.03",2021S05075350362.03,"0362.03",3.2757,"35",35,29,2502338,26022853,,"133","133",Centennial Scarborough,Centennial Scarborough (133),Not an NIA or Emerging Neighbourhood,NA,17825185
"5350376.05",2021S05075350376.05,"0376.05",1.2908,"35",26,15,2502352,26022867,,"148","148",East L'Amoreaux,East L'Amoreaux (148),Emerging Neighbourhood,EN,17824961
"5350376.05",2021S05075350376.05,"0376.05",1.2908,"35",26,30,2502337,26022852,,"130","130",Milliken,Milliken (130),Not an NIA or Emerging Neighbourhood,NA,17825201
"5350376.05",2021S05075350376.05,"0376.05",1.2908,"35",26,72,2502295,26022810,,"116","116",Steeles,Steeles (116),Emerging Neighbourhood,EN,17825873
"5350376.06",2021S05075350376.06,"0376.06",2.1919,"35",12,15,2502352,26022867,,"148","148",East L'Amoreaux,East L'Amoreaux (148),Emerging Neighbourhood,EN,17824961
"5350376.06",2021S05075350376.06,"0376.06",2.1919,"35",12,30,2502337,26022852,,"130","130",Milliken,Milliken (130),Not an NIA or Emerging Neighbourhood,NA,17825201
"5350376.06",2021S05075350376.06,"0376.06",2.1919,"35",12,31,2502336,26022851,,"129","129",Agincourt North,Agincourt North (129),Not an NIA or Emerging Neighbourhood,NA,17825217
"5350376.06",2021S05075350376.06,"0376.06",2.1919,"35",12,32,2502335,26022850,,"128","128",Agincourt South-Malvern West,Agincourt South-Malvern West (128),Not an NIA or Emerging Neighbourhood,NA,17825233
"5350376.04",2021S05075350376.04,"0376.04",1.1941,"35",19,16,2502351,26022866,,"147","147",L'Amoreaux West,L'Amoreaux West (147),Emerging Neighbourhood,EN,17824977
"5350376.04",2021S05075350376.04,"0376.04",1.1941,"35",19,72,2502295,26022810,,"116","116",Steeles,Steeles (116),Emerging Neighbourhood,EN,17825873
"5350377.04",2021S05075350377.04,"0377.04",0.8833,"35",22,30,2502337,26022852,,"130","130",Milliken,Milliken (130),Not an NIA or Emerging Neighbourhood,NA,17825201
"5350377.04",2021S05075350377.04,"0377.04",0.8833,"35",22,31,2502336,26022851,,"129","129",Agincourt North,Agincourt North (129),Not an NIA or Emerging Neighbourhood,NA,17825217
"5350378.06",2021S05075350378.06,"0378.06",1.7819,"35",25,17,2502350,26022865,,"146","146",Malvern East,Malvern East (146),Emerging Neighbourhood,EN,17824993
"5350378.06",2021S05075350378.06,"0378.06",1.7819,"35",25,18,2502349,26022864,,"145","145",Malvern West,Malvern West (145),Emerging Neighbourhood,EN,17825009
"5350378.06",2021S05075350378.06,"0378.06",1.7819,"35",25,19,2502348,26022863,,"144","144",Morningside Heights,Morningside Heights (144),Not an NIA or Emerging Neighbourhood,NA,17825025
"5350378.08",2021S05075350378.08,"0378.08",0.8857,"35",21,30,2502337,26022852,,"130","130",Milliken,Milliken (130),Not an NIA or Emerging Neighbourhood,NA,17825201
"5350378.08",2021S05075350378.08,"0378.08",0.8857,"35",21,31,2502336,26022851,,"129","129",Agincourt North,Agincourt North (129),Not an NIA or Emerging Neighbourhood,NA,17825217
"5350378.07",2021S05075350378.07,"0378.07",2.8047,"35",29,17,2502350,26022865,,"146","146",Malvern East,Malvern East (146),Emerging Neighbourhood,EN,17824993
"5350378.07",2021S05075350378.07,"0378.07",2.8047,"35",29,18,2502349,26022864,,"145","145",Malvern West,Malvern West (145),Emerging Neighbourhood,EN,17825009
"5350378.07",2021S05075350378.07,"0378.07",2.8047,"35",29,21,2502346,26022861,,"142","142",Woburn North,Woburn North (142),Neighbourhood Improvement Area,NIA,17825057
"5350378.07",2021S05075350378.07,"0378.07",2.8047,"35",29,32,2502335,26022850,,"128","128",Agincourt South-Malvern West,Agincourt South-Malvern West (128),Not an NIA or Emerging Neighbourhood,NA,17825233
"5350378.04",2021S05075350378.04,"0378.04",1.2793,"35",16,17,2502350,26022865,,"146","146",Malvern East,Malvern East (146),Emerging Neighbourhood,EN,17824993
"5350378.04",2021S05075350378.04,"0378.04",1.2793,"35",16,18,2502349,26022864,,"145","145",Malvern West,Malvern West (145),Emerging Neighbourhood,EN,17825009
"5350378.05",2021S05075350378.05,"0378.05",0.7276,"35",16,17,2502350,26022865,,"146","146",Malvern East,Malvern East (146),Emerging Neighbourhood,EN,17824993
"5350378.05",2021S05075350378.05,"0378.05",0.7276,"35",16,19,2502348,26022863,,"144","144",Morningside Heights,Morningside Heights (144),Not an NIA or Emerging Neighbourhood,NA,17825025
"5350362.04",2021S05075350362.04,"0362.04",1.3474,"35",14,20,2502347,26022862,,"143","143",West Rouge,West Rouge (143),Not an NIA or Emerging Neighbourhood,NA,17825041
"5350362.04",2021S05075350362.04,"0362.04",1.3474,"35",14,28,2502339,26022854,,"134","134",Highland Creek,Highland Creek (134),Not an NIA or Emerging Neighbourhood,NA,17825169
"5350376.08",2021S05075350376.08,"0376.08",0.8788,"35",20,15,2502352,26022867,,"148","148",East L'Amoreaux,East L'Amoreaux (148),Emerging Neighbourhood,EN,17824961
"5350376.08",2021S05075350376.08,"0376.08",0.8788,"35",20,72,2502295,26022810,,"116","116",Steeles,Steeles (116),Emerging Neighbourhood,EN,17825873
"5350376.09",2021S05075350376.09,"0376.09",0.801,"35",14,72,2502295,26022810,,"116","116",Steeles,Steeles (116),Emerging Neighbourhood,EN,17825873
"5350249.03",2021S05075350249.03,"0249.03",2.9649,"35",26,153,2502214,26022729,,"002","002",Mount Olive-Silverstone-Jamestown,Mount Olive-Silverstone-Jamestown (2),Neighbourhood Improvement Area,NIA,17827169
"5350249.03",2021S05075350249.03,"0249.03",2.9649,"35",26,154,2502213,26022728,,"001","001",West Humber-Clairville,West Humber-Clairville (1),Not an NIA or Emerging Neighbourhood,NA,17827185
"5350248.03",2021S05075350248.03,"0248.03",3.7328,"35",25,153,2502214,26022729,,"002","002",Mount Olive-Silverstone-Jamestown,Mount Olive-Silverstone-Jamestown (2),Neighbourhood Improvement Area,NIA,17827169
"5350248.03",2021S05075350248.03,"0248.03",3.7328,"35",25,154,2502213,26022728,,"001","001",West Humber-Clairville,West Humber-Clairville (1),Not an NIA or Emerging Neighbourhood,NA,17827185
"5350167.01",2021S05075350167.01,"0167.01",0.1341,"35",6,57,2502310,26022825,,"101","101",Forest Hill South,Forest Hill South (101),Not an NIA or Emerging Neighbourhood,NA,17825633
"5350167.02",2021S05075350167.02,"0167.02",0.6014,"35",20,52,2502315,26022830,,"107","107",Oakwood Village,Oakwood Village (107),Not an NIA or Emerging Neighbourhood,NA,17825553
"5350167.02",2021S05075350167.02,"0167.02",0.6014,"35",20,53,2502314,26022829,,"106","106",Humewood-Cedarvale,Humewood-Cedarvale (106),Not an NIA or Emerging Neighbourhood,NA,17825569
"5350167.02",2021S05075350167.02,"0167.02",0.6014,"35",20,57,2502310,26022825,,"101","101",Forest Hill South,Forest Hill South (101),Not an NIA or Emerging Neighbourhood,NA,17825633
"5350167.02",2021S05075350167.02,"0167.02",0.6014,"35",20,64,2502303,26022818,,"094","094",Wychwood,Wychwood (94),Not an NIA or Emerging Neighbourhood,NA,17825745
"5350378.11",2021S05075350378.11,"0378.11",0.9593,"35",16,17,2502350,26022865,,"146","146",Malvern East,Malvern East (146),Emerging Neighbourhood,EN,17824993
"5350378.11",2021S05075350378.11,"0378.11",0.9593,"35",16,18,2502349,26022864,,"145","145",Malvern West,Malvern West (145),Emerging Neighbourhood,EN,17825009
"5350378.12",2021S05075350378.12,"0378.12",0.7839,"35",19,17,2502350,26022865,,"146","146",Malvern East,Malvern East (146),Emerging Neighbourhood,EN,17824993
"5350378.12",2021S05075350378.12,"0378.12",0.7839,"35",19,18,2502349,26022864,,"145","145",Malvern West,Malvern West (145),Emerging Neighbourhood,EN,17825009
"5350378.14",2021S05075350378.14,"0378.14",0.9291,"35",11,30,2502337,26022852,,"130","130",Milliken,Milliken (130),Not an NIA or Emerging Neighbourhood,NA,17825201
"5350378.14",2021S05075350378.14,"0378.14",0.9291,"35",11,31,2502336,26022851,,"129","129",Agincourt North,Agincourt North (129),Not an NIA or Emerging Neighbourhood,NA,17825217
"5350062.01",2021S05075350062.01,"0062.01",0.1068,"35",10,6,2502361,26022876,,"169","169",Bay-Cloverhill,Bay-Cloverhill (169),Not an NIA or Emerging Neighbourhood,NA,17824817
"5350062.01",2021S05075350062.01,"0062.01",0.1068,"35",10,39,2502328,26022843,,"167","167",Church-Wellesley,Church-Wellesley (167),Not an NIA or Emerging Neighbourhood,NA,17825345
"5350377.06",2021S05075350377.06,"0377.06",0.5117,"35",12,30,2502337,26022852,,"130","130",Milliken,Milliken (130),Not an NIA or Emerging Neighbourhood,NA,17825201
"5350377.07",2021S05075350377.07,"0377.07",0.7646,"35",17,30,2502337,26022852,,"130","130",Milliken,Milliken (130),Not an NIA or Emerging Neighbourhood,NA,17825201
"5350047.02",2021S05075350047.02,"0047.02",0.287,"35",11,102,2502265,26022780,,"086","086",Roncesvalles,Roncesvalles (86),Not an NIA or Emerging Neighbourhood,NA,17826353
"5350047.02",2021S05075350047.02,"0047.02",0.287,"35",11,103,2502264,26022779,,"085","085",South Parkdale,South Parkdale (85),Neighbourhood Improvement Area,NIA,17826369
"5350047.02",2021S05075350047.02,"0047.02",0.287,"35",11,104,2502263,26022778,,"084","084",Little Portugal,Little Portugal (84),Not an NIA or Emerging Neighbourhood,NA,17826385
"5350102.02",2021S05075350102.02,"0102.02",0.1157,"35",8,100,2502267,26022782,,"088","088",High Park North,High Park North (88),Not an NIA or Emerging Neighbourhood,NA,17826321
"5350102.02",2021S05075350102.02,"0102.02",0.1157,"35",8,101,2502266,26022781,,"087","087",High Park-Swansea,High Park-Swansea (87),Not an NIA or Emerging Neighbourhood,NA,17826337
"5350102.03",2021S05075350102.03,"0102.03",0.1309,"35",5,100,2502267,26022782,,"088","088",High Park North,High Park North (88),Not an NIA or Emerging Neighbourhood,NA,17826321
"5350102.03",2021S05075350102.03,"0102.03",0.1309,"35",5,101,2502266,26022781,,"087","087",High Park-Swansea,High Park-Swansea (87),Not an NIA or Emerging Neighbourhood,NA,17826337
"5350136.01",2021S05075350136.01,"0136.01",0.192,"35",17,2,2502365,26022880,,"173","173",North Toronto,North Toronto (173),Not an NIA or Emerging Neighbourhood,NA,17824753
