CTUID,DGUID,CTNAME,LANDAREA,PRUID,how_many,X_id,AREA_ID,AREA_ATTR_ID,PARENT_AREA_ID,AREA_SHORT_CODE,AREA_LONG_CODE,AREA_NAME,AREA_DESC,CLASSIFICATION,CLASSIFICATION_CODE,OBJECTID
"5350183.02",2021S05075350183.02,"0183.02",0.4281,"35",25,90,2502277,26022792,,"066","066",Danforth,Danforth (66),Not an NIA or Emerging Neighbourhood,NA,17826161
"5350183.02",2021S05075350183.02,"0183.02",0.4281,"35",25,97,2502270,26022785,,"059","059",Danforth East York,Danforth East York (59),Not an NIA or Emerging Neighbourhood,NA,17826273
"5350028.01",2021S05075350028.01,"0028.01",0.2058,"35",10,86,2502281,26022796,,"070","070",South Riverdale,South Riverdale (70),Not an NIA or Emerging Neighbourhood,NA,17826097
"5350028.02",2021S05075350028.02,"0028.02",0.4633,"35",17,86,2502281,26022796,,"070","070",South Riverdale,South Riverdale (70),Not an NIA or Emerging Neighbourhood,NA,17826097
"5350063.03",2021S05075350063.03,"0063.03",0.0934,"35",11,39,2502328,26022843,,"167","167",Church-Wellesley,Church-Wellesley (167),Not an NIA or Emerging Neighbourhood,NA,17825345
"5350063.03",2021S05075350063.03,"0063.03",0.0934,"35",11,82,2502285,26022800,,"074","074",North St.James Town,North St.James Town (74),Not an NIA or Emerging Neighbourhood,NA,17826033
"5350063.04",2021S05075350063.04,"0063.04",0.1409,"35",8,38,2502329,26022844,,"168","168",Downtown Yonge East,Downtown Yonge East (168),Not an NIA or Emerging Neighbourhood,NA,17825329
"5350063.04",2021S05075350063.04,"0063.04",0.1409,"35",8,39,2502328,26022843,,"167","167",Church-Wellesley,Church-Wellesley (167),Not an NIA or Emerging Neighbourhood,NA,17825345
"5350063.04",2021S05075350063.04,"0063.04",0.1409,"35",8,82,2502285,26022800,,"074","074",North St.James Town,North St.James Town (74),Not an NIA or Emerging Neighbourhood,NA,17826033
"5350063.04",2021S05075350063.04,"0063.04",0.1409,"35",8,83,2502284,26022799,,"073","073",Moss Park,Moss Park (73),Not an NIA or Emerging Neighbourhood,NA,17826049
"5350063.04",2021S05075350063.04,"0063.04",0.1409,"35",8,85,2502282,26022797,,"071","071",Cabbagetown-South St.James Town,Cabbagetown-South St.James Town (71),Not an NIA or Emerging Neighbourhood,NA,17826081
"5350065.01",2021S05075350065.01,"0065.01",0.0861,"35",6,60,2502307,26022822,,"098","098",Rosedale-Moore Park,Rosedale-Moore Park (98),Not an NIA or Emerging Neighbourhood,NA,17825681
"5350065.01",2021S05075350065.01,"0065.01",0.0861,"35",6,82,2502285,26022800,,"074","074",North St.James Town,North St.James Town (74),Not an NIA or Emerging Neighbourhood,NA,17826033
"5350065.01",2021S05075350065.01,"0065.01",0.0861,"35",6,85,2502282,26022797,,"071","071",Cabbagetown-South St.James Town,Cabbagetown-South St.James Town (71),Not an NIA or Emerging Neighbourhood,NA,17826081
"5350050.01",2021S05075350050.01,"0050.01",1.2981,"35",33,45,2502322,26022837,,"161","161",Humber Bay Shores,Humber Bay Shores (161),Not an NIA or Emerging Neighbourhood,NA,17825441
"5350050.01",2021S05075350050.01,"0050.01",1.2981,"35",33,74,2502293,26022808,,"114","114",Lambton Baby Point,Lambton Baby Point (114),Not an NIA or Emerging Neighbourhood,NA,17825905
"5350050.01",2021S05075350050.01,"0050.01",1.2981,"35",33,101,2502266,26022781,,"087","087",High Park-Swansea,High Park-Swansea (87),Not an NIA or Emerging Neighbourhood,NA,17826337
"5350050.01",2021S05075350050.01,"0050.01",1.2981,"35",33,103,2502264,26022779,,"085","085",South Parkdale,South Parkdale (85),Neighbourhood Improvement Area,NIA,17826369
"5350050.01",2021S05075350050.01,"0050.01",1.2981,"35",33,140,2502227,26022742,,"016","016",Stonegate-Queensway,Stonegate-Queensway (16),Not an NIA or Emerging Neighbourhood,NA,17826961
"5350097.01",2021S05075350097.01,"0097.01",0.3799,"35",14,3,2502364,26022879,,"172","172",Dovercourt Village,Dovercourt Village (172),Not an NIA or Emerging Neighbourhood,NA,17824769
"5350097.01",2021S05075350097.01,"0097.01",0.3799,"35",14,4,2502363,26022878,,"171","171",Junction-Wallace Emerson,Junction-Wallace Emerson (171),Not an NIA or Emerging Neighbourhood,NA,17824785
"5350097.01",2021S05075350097.01,"0097.01",0.3799,"35",14,105,2502262,26022777,,"083","083",Dufferin Grove,Dufferin Grove (83),Not an NIA or Emerging Neighbourhood,NA,17826401
"5350065.02",2021S05075350065.02,"0065.02",0.1434,"35",14,82,2502285,26022800,,"074","074",North St.James Town,North St.James Town (74),Not an NIA or Emerging Neighbourhood,NA,17826033
"5350065.02",2021S05075350065.02,"0065.02",0.1434,"35",14,85,2502282,26022797,,"071","071",Cabbagetown-South St.James Town,Cabbagetown-South St.James Town (71),Not an NIA or Emerging Neighbourhood,NA,17826081
"5350128.02",2021S05075350128.02,"0128.02",0.5187,"35",28,1,2502366,26022881,,"174","174",South Eglinton-Davisville,South Eglinton-Davisville (174),Not an NIA or Emerging Neighbourhood,NA,17824737
"5350128.02",2021S05075350128.02,"0128.02",0.5187,"35",28,59,2502308,26022823,,"099","099",Mount Pleasant East,Mount Pleasant East (99),Not an NIA or Emerging Neighbourhood,NA,17825665
"5350156.01",2021S05075350156.01,"0156.01",0.6031,"35",22,77,2502290,26022805,,"111","111",Rockcliffe-Smythe,Rockcliffe-Smythe (111),Neighbourhood Improvement Area,NIA,17825953
"5350156.02",2021S05075350156.02,"0156.02",0.5874,"35",16,73,2502294,26022809,,"115","115",Mount Dennis,Mount Dennis (115),Neighbourhood Improvement Area,NIA,17825889
"5350156.02",2021S05075350156.02,"0156.02",0.5874,"35",16,77,2502290,26022805,,"111","111",Rockcliffe-Smythe,Rockcliffe-Smythe (111),Neighbourhood Improvement Area,NIA,17825953
"5350156.02",2021S05075350156.02,"0156.02",0.5874,"35",16,78,2502289,26022804,,"110","110",Keelesdale-Eglinton West,Keelesdale-Eglinton West (110),Neighbourhood Improvement Area,NIA,17825969
"5350169.01",2021S05075350169.01,"0169.01",0.3781,"35",13,50,2502317,26022832,,"109","109",Caledonia-Fairbank,Caledonia-Fairbank (109),Not an NIA or Emerging Neighbourhood,NA,17825521
"5350169.01",2021S05075350169.01,"0169.01",0.3781,"35",13,51,2502316,26022831,,"108","108",Briar Hill-Belgravia,Briar Hill-Belgravia (108),Not an NIA or Emerging Neighbourhood,NA,17825537
"5350169.01",2021S05075350169.01,"0169.01",0.3781,"35",13,52,2502315,26022830,,"107","107",Oakwood Village,Oakwood Village (107),Not an NIA or Emerging Neighbourhood,NA,17825553
"5350169.01",2021S05075350169.01,"0169.01",0.3781,"35",13,56,2502311,26022826,,"102","102",Forest Hill North,Forest Hill North (102),Not an NIA or Emerging Neighbourhood,NA,17825617
"5350169.02",2021S05075350169.02,"0169.02",0.4378,"35",25,51,2502316,26022831,,"108","108",Briar Hill-Belgravia,Briar Hill-Belgravia (108),Not an NIA or Emerging Neighbourhood,NA,17825537
"5350169.02",2021S05075350169.02,"0169.02",0.4378,"35",25,56,2502311,26022826,,"102","102",Forest Hill North,Forest Hill North (102),Not an NIA or Emerging Neighbourhood,NA,17825617
"5350169.02",2021S05075350169.02,"0169.02",0.4378,"35",25,122,2502245,26022760,,"031","031",Yorkdale-Glen Park,Yorkdale-Glen Park (31),Emerging Neighbourhood,EN,17826673
"5350175.01",2021S05075350175.01,"0175.01",0.7906,"35",19,73,2502294,26022809,,"115","115",Mount Dennis,Mount Dennis (115),Neighbourhood Improvement Area,NIA,17825889
"5350175.01",2021S05075350175.01,"0175.01",0.7906,"35",19,75,2502292,26022807,,"113","113",Weston,Weston (113),Neighbourhood Improvement Area,NIA,17825921
"5350175.01",2021S05075350175.01,"0175.01",0.7906,"35",19,123,2502244,26022759,,"030","030",Brookhaven-Amesbury,Brookhaven-Amesbury (30),Not an NIA or Emerging Neighbourhood,NA,17826689
"5350175.01",2021S05075350175.01,"0175.01",0.7906,"35",19,147,2502220,26022735,,"008","008",Humber Heights-Westmount,Humber Heights-Westmount (8),Emerging Neighbourhood,EN,17827073
"5350175.02",2021S05075350175.02,"0175.02",0.7229,"35",31,75,2502292,26022807,,"113","113",Weston,Weston (113),Neighbourhood Improvement Area,NIA,17825921
"5350175.02",2021S05075350175.02,"0175.02",0.7229,"35",31,147,2502220,26022735,,"008","008",Humber Heights-Westmount,Humber Heights-Westmount (8),Emerging Neighbourhood,EN,17827073
"5350175.02",2021S05075350175.02,"0175.02",0.7229,"35",31,149,2502218,26022733,,"006","006",Kingsview Village-The Westway,Kingsview Village-The Westway (6),Neighbourhood Improvement Area,NIA,17827105
"5350175.02",2021S05075350175.02,"0175.02",0.7229,"35",31,156,2502211,26022726,,"023","023",Pelmo Park-Humberlea,Pelmo Park-Humberlea (23),Not an NIA or Emerging Neighbourhood,NA,17827217
"5350184.01",2021S05075350184.01,"0184.01",0.4741,"35",23,90,2502277,26022792,,"066","066",Danforth,Danforth (66),Not an NIA or Emerging Neighbourhood,NA,17826161
"5350184.01",2021S05075350184.01,"0184.01",0.4741,"35",23,97,2502270,26022785,,"059","059",Danforth East York,Danforth East York (59),Not an NIA or Emerging Neighbourhood,NA,17826273
"5350184.02",2021S05075350184.02,"0184.02",0.5571,"35",21,97,2502270,26022785,,"059","059",Danforth East York,Danforth East York (59),Not an NIA or Emerging Neighbourhood,NA,17826273
"5350184.02",2021S05075350184.02,"0184.02",0.5571,"35",21,98,2502269,26022784,,"058","058",Old East York,Old East York (58),Not an NIA or Emerging Neighbourhood,NA,17826289
"5350184.02",2021S05075350184.02,"0184.02",0.5571,"35",21,130,2502237,26022752,,"055","055",Thorncliffe Park,Thorncliffe Park (55),Neighbourhood Improvement Area,NIA,17826801
"5350185.01",2021S05075350185.01,"0185.01",0.4992,"35",31,89,2502278,26022793,,"067","067",Playter Estates-Danforth,Playter Estates-Danforth (67),Not an NIA or Emerging Neighbourhood,NA,17826145
"5350185.01",2021S05075350185.01,"0185.01",0.4992,"35",31,90,2502277,26022792,,"066","066",Danforth,Danforth (66),Not an NIA or Emerging Neighbourhood,NA,17826161
"5350185.01",2021S05075350185.01,"0185.01",0.4992,"35",31,97,2502270,26022785,,"059","059",Danforth East York,Danforth East York (59),Not an NIA or Emerging Neighbourhood,NA,17826273
"5350185.01",2021S05075350185.01,"0185.01",0.4992,"35",31,98,2502269,26022784,,"058","058",Old East York,Old East York (58),Not an NIA or Emerging Neighbourhood,NA,17826289
"5350185.01",2021S05075350185.01,"0185.01",0.4992,"35",31,128,2502239,26022754,,"057","057",Broadview North,Broadview North (57),Not an NIA or Emerging Neighbourhood,NA,17826769
"5350185.02",2021S05075350185.02,"0185.02",1.1945,"35",19,89,2502278,26022793,,"067","067",Playter Estates-Danforth,Playter Estates-Danforth (67),Not an NIA or Emerging Neighbourhood,NA,17826145
"5350185.02",2021S05075350185.02,"0185.02",1.1945,"35",19,98,2502269,26022784,,"058","058",Old East York,Old East York (58),Not an NIA or Emerging Neighbourhood,NA,17826289
"5350185.02",2021S05075350185.02,"0185.02",1.1945,"35",19,128,2502239,26022754,,"057","057",Broadview North,Broadview North (57),Not an NIA or Emerging Neighbourhood,NA,17826769
"5350185.02",2021S05075350185.02,"0185.02",1.1945,"35",19,129,2502238,26022753,,"056","056",Leaside-Bennington,Leaside-Bennington (56),Not an NIA or Emerging Neighbourhood,NA,17826785
"5350185.02",2021S05075350185.02,"0185.02",1.1945,"35",19,130,2502237,26022752,,"055","055",Thorncliffe Park,Thorncliffe Park (55),Neighbourhood Improvement Area,NIA,17826801
"5350190.01",2021S05075350190.01,"0190.01",0.3985,"35",14,68,2502299,26022814,,"121","121",Oakridge,Oakridge (121),Neighbourhood Improvement Area,NIA,17825809
"5350190.01",2021S05075350190.01,"0190.01",0.3985,"35",14,69,2502298,26022813,,"120","120",Clairlea-Birchmount,Clairlea-Birchmount (120),Not an NIA or Emerging Neighbourhood,NA,17825825
"5350190.01",2021S05075350190.01,"0190.01",0.3985,"35",14,95,2502272,26022787,,"061","061",Taylor-Massey,Taylor-Massey (61),Neighbourhood Improvement Area,NIA,17826241
"5350190.01",2021S05075350190.01,"0190.01",0.3985,"35",14,131,2502236,26022751,,"054","054",O'Connor-Parkview,O'Connor-Parkview (54),Not an NIA or Emerging Neighbourhood,NA,17826817
"5350190.02",2021S05075350190.02,"0190.02",0.5813,"35",18,69,2502298,26022813,,"120","120",Clairlea-Birchmount,Clairlea-Birchmount (120),Not an NIA or Emerging Neighbourhood,NA,17825825
"5350190.02",2021S05075350190.02,"0190.02",0.5813,"35",18,95,2502272,26022787,,"061","061",Taylor-Massey,Taylor-Massey (61),Neighbourhood Improvement Area,NIA,17826241
"5350190.02",2021S05075350190.02,"0190.02",0.5813,"35",18,131,2502236,26022751,,"054","054",O'Connor-Parkview,O'Connor-Parkview (54),Not an NIA or Emerging Neighbourhood,NA,17826817
"5350221.01",2021S05075350221.01,"0221.01",1.6291,"35",27,142,2502225,26022740,,"013","013",Etobicoke West Mall,Etobicoke West Mall (13),Not an NIA or Emerging Neighbourhood,NA,17826993
"5350221.01",2021S05075350221.01,"0221.01",1.6291,"35",27,143,2502224,26022739,,"012","012",Markland Wood,Markland Wood (12),Not an NIA or Emerging Neighbourhood,NA,17827009
"5350221.01",2021S05075350221.01,"0221.01",1.6291,"35",27,144,2502223,26022738,,"011","011",Eringate-Centennial-West Deane,Eringate-Centennial-West Deane (11),Not an NIA or Emerging Neighbourhood,NA,17827025
"5350221.02",2021S05075350221.02,"0221.02",0.805,"35",16,48,2502319,26022834,,"158","158",Islington,Islington (158),Not an NIA or Emerging Neighbourhood,NA,17825489
"5350221.02",2021S05075350221.02,"0221.02",0.805,"35",16,142,2502225,26022740,,"013","013",Etobicoke West Mall,Etobicoke West Mall (13),Not an NIA or Emerging Neighbourhood,NA,17826993
"5350221.02",2021S05075350221.02,"0221.02",0.805,"35",16,143,2502224,26022739,,"012","012",Markland Wood,Markland Wood (12),Not an NIA or Emerging Neighbourhood,NA,17827009
"5350222.01",2021S05075350222.01,"0222.01",1.2848,"35",30,48,2502319,26022834,,"158","158",Islington,Islington (158),Not an NIA or Emerging Neighbourhood,NA,17825489
"5350222.01",2021S05075350222.01,"0222.01",1.2848,"35",30,142,2502225,26022740,,"013","013",Etobicoke West Mall,Etobicoke West Mall (13),Not an NIA or Emerging Neighbourhood,NA,17826993
"5350222.02",2021S05075350222.02,"0222.02",1.2002,"35",23,48,2502319,26022834,,"158","158",Islington,Islington (158),Not an NIA or Emerging Neighbourhood,NA,17825489
"5350230.01",2021S05075350230.01,"0230.01",1.4481,"35",12,74,2502293,26022808,,"114","114",Lambton Baby Point,Lambton Baby Point (114),Not an NIA or Emerging Neighbourhood,NA,17825905
"5350230.01",2021S05075350230.01,"0230.01",1.4481,"35",12,77,2502290,26022805,,"111","111",Rockcliffe-Smythe,Rockcliffe-Smythe (111),Neighbourhood Improvement Area,NIA,17825953
"5350230.01",2021S05075350230.01,"0230.01",1.4481,"35",12,141,2502226,26022741,,"015","015",Kingsway South,Kingsway South (15),Not an NIA or Emerging Neighbourhood,NA,17826977
"5350230.01",2021S05075350230.01,"0230.01",1.4481,"35",12,146,2502221,26022736,,"009","009",Edenbridge-Humber Valley,Edenbridge-Humber Valley (9),Not an NIA or Emerging Neighbourhood,NA,17827057
"5350230.01",2021S05075350230.01,"0230.01",1.4481,"35",12,147,2502220,26022735,,"008","008",Humber Heights-Westmount,Humber Heights-Westmount (8),Emerging Neighbourhood,EN,17827073
"5350230.02",2021S05075350230.02,"0230.02",0.9858,"35",19,146,2502221,26022736,,"009","009",Edenbridge-Humber Valley,Edenbridge-Humber Valley (9),Not an NIA or Emerging Neighbourhood,NA,17827057
"5350230.02",2021S05075350230.02,"0230.02",0.9858,"35",19,147,2502220,26022735,,"008","008",Humber Heights-Westmount,Humber Heights-Westmount (8),Emerging Neighbourhood,EN,17827073
"5350235.01",2021S05075350235.01,"0235.01",1.4071,"35",33,144,2502223,26022738,,"011","011",Eringate-Centennial-West Deane,Eringate-Centennial-West Deane (11),Not an NIA or Emerging Neighbourhood,NA,17827025
"5350235.01",2021S05075350235.01,"0235.01",1.4071,"35",33,148,2502219,26022734,,"007","007",Willowridge-Martingrove-Richview,Willowridge-Martingrove-Richview (7),Not an NIA or Emerging Neighbourhood,NA,17827089
"5350235.02",2021S05075350235.02,"0235.02",1.078,"35",24,48,2502319,26022834,,"158","158",Islington,Islington (158),Not an NIA or Emerging Neighbourhood,NA,17825489
"5350235.02",2021S05075350235.02,"0235.02",1.078,"35",24,142,2502225,26022740,,"013","013",Etobicoke West Mall,Etobicoke West Mall (13),Not an NIA or Emerging Neighbourhood,NA,17826993
"5350235.02",2021S05075350235.02,"0235.02",1.078,"35",24,144,2502223,26022738,,"011","011",Eringate-Centennial-West Deane,Eringate-Centennial-West Deane (11),Not an NIA or Emerging Neighbourhood,NA,17827025
"5350236.01",2021S05075350236.01,"0236.01",0.9868,"35",29,48,2502319,26022834,,"158","158",Islington,Islington (158),Not an NIA or Emerging Neighbourhood,NA,17825489
"5350236.01",2021S05075350236.01,"0236.01",0.9868,"35",29,142,2502225,26022740,,"013","013",Etobicoke West Mall,Etobicoke West Mall (13),Not an NIA or Emerging Neighbourhood,NA,17826993
"5350236.01",2021S05075350236.01,"0236.01",0.9868,"35",29,144,2502223,26022738,,"011","011",Eringate-Centennial-West Deane,Eringate-Centennial-West Deane (11),Not an NIA or Emerging Neighbourhood,NA,17827025
"5350236.02",2021S05075350236.02,"0236.02",3.9589,"35",39,142,2502225,26022740,,"013","013",Etobicoke West Mall,Etobicoke West Mall (13),Not an NIA or Emerging Neighbourhood,NA,17826993
"5350236.02",2021S05075350236.02,"0236.02",3.9589,"35",39,143,2502224,26022739,,"012","012",Markland Wood,Markland Wood (12),Not an NIA or Emerging Neighbourhood,NA,17827009
"5350236.02",2021S05075350236.02,"0236.02",3.9589,"35",39,144,2502223,26022738,,"011","011",Eringate-Centennial-West Deane,Eringate-Centennial-West Deane (11),Not an NIA or Emerging Neighbourhood,NA,17827025
"5350238.01",2021S05075350238.01,"0238.01",1.0368,"35",25,145,2502222,26022737,,"010","010",Princess-Rosethorn,Princess-Rosethorn (10),Not an NIA or Emerging Neighbourhood,NA,17827041
"5350238.01",2021S05075350238.01,"0238.01",1.0368,"35",25,146,2502221,26022736,,"009","009",Edenbridge-Humber Valley,Edenbridge-Humber Valley (9),Not an NIA or Emerging Neighbourhood,NA,17827057
"5350238.01",2021S05075350238.01,"0238.01",1.0368,"35",25,148,2502219,26022734,,"007","007",Willowridge-Martingrove-Richview,Willowridge-Martingrove-Richview (7),Not an NIA or Emerging Neighbourhood,NA,17827089
"5350238.02",2021S05075350238.02,"0238.02",0.9766,"35",24,148,2502219,26022734,,"007","007",Willowridge-Martingrove-Richview,Willowridge-Martingrove-Richview (7),Not an NIA or Emerging Neighbourhood,NA,17827089
"5350238.02",2021S05075350238.02,"0238.02",0.9766,"35",24,149,2502218,26022733,,"006","006",Kingsview Village-The Westway,Kingsview Village-The Westway (6),Neighbourhood Improvement Area,NIA,17827105
"5350240.01",2021S05075350240.01,"0240.01",1.2712,"35",26,146,2502221,26022736,,"009","009",Edenbridge-Humber Valley,Edenbridge-Humber Valley (9),Not an NIA or Emerging Neighbourhood,NA,17827057
"5350240.01",2021S05075350240.01,"0240.01",1.2712,"35",26,147,2502220,26022735,,"008","008",Humber Heights-Westmount,Humber Heights-Westmount (8),Emerging Neighbourhood,EN,17827073
"5350240.01",2021S05075350240.01,"0240.01",1.2712,"35",26,148,2502219,26022734,,"007","007",Willowridge-Martingrove-Richview,Willowridge-Martingrove-Richview (7),Not an NIA or Emerging Neighbourhood,NA,17827089
"5350240.02",2021S05075350240.02,"0240.02",1.0371,"35",24,146,2502221,26022736,,"009","009",Edenbridge-Humber Valley,Edenbridge-Humber Valley (9),Not an NIA or Emerging Neighbourhood,NA,17827057
